,tweet
12914,"['mother', 'ask', 'want', 'christma', 'year', 'repli', 'go', 'crazi', 'sister', 'bitch']"
12915,"['mother', 'b', 'bitch', 'pouting_fac', 'face_with_steam_from_nos']"
12916,"['mother', 'fuck', 'everyth', 'got', 'go', 'today', 'I', 'go', 'began', 'hour', 'bitch']"
12917,"['motherfucka', 'tri', 'hate', 'whip', 'act', 'like', 'got', 'cooper', 'interior', 'light', 'speaker', 'hell', 'ah', 'bitch', 'boy']"
12918,"['move', 'bitch', 'weekend']"
12919,"['move', 'alway', 'bitch', 'I', 'excit', 'dalla', 'though']"
12920,"['mr', 'presid', 'holland', 'secur', 'plea', 'ignor', 'foreign', 'threat', 'focu', 'sole', 'attent', 'polic', 'forc', '#cab', '#landofthefre']"
12921,"['mr.nor', 'get', 'hussi', 'virginian']"
12922,"['m', 'st', 'he', 'fuck', 'autumn']"
12923,"['mufucka', 'follow', 'bitch', 'the']"
12924,"['sum', 'agre', 'me', 'or', 'wee', 'moodi', 'count', 'can', 'deal', 'fact', 'I', 'right', '#dadsbeingsilli']"
12925,"['sum', 'told', 'guy', 'one', 'direct', 'puf', 'dutch', 'nd', 'like', 'so', '?', 'least', 'count', 'isn', 'mad', 'smack']"
12926,"['munch', 'we', 'crack', 'studi', 'eye', 'tran', 'cyst', 'sinc', 'ny', 'thing', '15', 'ye', '#clubinsomnia', '#away']"
12927,"['marya', 'took', '#rip', 'shit']"
12928,"['marya', 'took']"
12929,"['music', 'you', 'make', 'sick', 'bitch']"
12930,"['music', 'bitch', 'put']"
12931,"['music', 'sound', 'million', 'time', 'better', 'car', 'love', 'sub', 'new', 'speaker', 'like', 'mind', 'have', 'bitch', '#bump']"
12932,"['must', 'light', 'skin', 'he', 'lafa', 'utf', 'mean', 'of', 'loudly_crying_fac', 'loudly_crying_fac', 'readi', 'brush', 'rip']"
12933,"['must', 'let', 'dem', 'reward', 'food', 'shop', 'one', 'step', 'boot', 'da', 'foodtown', 'know', 'step', 'night', 'shoe']"
12934,"['mute', 'he']"
12935,"['mute', 'hussi', 's']"
12936,"['muzzl', 'pit', 'bull', 'throat', 'slit', 'found', 'side', 'road', 'pa', 'via', 'hideou', 'abus', 'throat', 'slit', 'left', 'die']"
12937,"['sister', 'use', 'walk', 'blade', 'overnight', 'way', 'see', 'bitch', 'place', 'tri', 'tell', 'utf']"
12938,"['2014', 'say', 'bitch', 'go', 'get', 'to', 'night', 'he', 'cut', 'I', 'go', 'beat', 'to', 'as', 'like', 'go', 'beat', 'night', 'bitch', 'go', 'get', 'to', 'night']"
12939,"['fantasi', 'reign', 'stay', 'today', 'got', 'hussi', 'night', 'lo', 'first', 'may', 'mon', 'seattl', 'cut', 'upppppp']"
12940,"['hawaiian', 'thought', 'day', 'alpha', 'muzzl', 'pig', 'ever']"
12941,"['instagram', 'bitch', 'tell', 'follow', 'person', 'fuck']"
12942,"['instagram', 'song', 'bout', 'post', 'pictur', 'hoe', 'allow', 'post', 'pictur', 'post', 'none', 'ok_hand']"
12943,"['ll', 'cousin', 'lock', '2', 'year', 'beat', 'bitch', 'with', 'metal', 'bucket']"
12944,"['moor', 'friend', 'no', 'black', 'friend', 'but', 'moor', 'friend', 'said', 'nigger', 'came', 'siberia', 'you', 'lost', 'stop', 'lag', 'me']"
12945,"['orient', 'galleri', 'blow', 'new', 'land', 'free', 'enterpris']"
12946,"['ralph', 'laurel', 'jacket', 'come', 'tomorrow', 'I', 'give', 'free', 'huge', 'birch', 'know', 'high', 'qualiti', 'fabric', 'feel', 'like']"
12947,"['true', 'life', 'episod', 'come', 'later', 'tonight', 'pm', 'central', 'time', 'true', 'life', 'want', 'tyranni']"
12948,"['twitter', 'pp', 'too', 'trash']"
12949,"['advic', 'day', 'tyranni', 'go', 'fuck', 'self']"
12950,"['alarm', 'clock', 'call', 'll', 'wake', 'to', 'as', 'get', 'money', 'bitch']"
12951,"['argument', 'saddest', 'white', 'girl', 'she', 'trash', 'her', 'argument', 'trash', 'but', 'paid']"
12952,"['ashor', 'credenti', '?', 'even', 'red', 'hate', 'me']"
12953,"['aunt', 'said', 'I', 'handsom', 'fuck', 'hoe']"
12954,"['auto', 'correct', 'make', 'sound', 'for']"
12955,"['babi', 'levi', 'whole', 'shit', 'bitch', 'winter', 'sorri', 'as', 'red', 'flaw', 'still', 'love', 'the']"
12956,"['babi', 'boy', 'asleep', 'monkey', 'sinc', 'littl', 'love', 'son', 'much']"
12957,"['babi', 'guinea', 'pig', 'cut', '#ador']"
12958,"['bad', 'dawn', 'to', 'he', 'sleeping_fac']"
12959,"['bad', 'birch', 'act', 'like', 'read', 'like', 'word', 'mean']"
12960,"['be', 'said', 'birch', 'watch', 'mouth', 'may']"
12961,"['barber', 'been', 'abl', 'cut', 'hair', 'yesterday', 'realli', 'prevent', 'go', 'club', 'get', 'mad', 'birch', 'b', 'owe', '3', 'free', 'cut']"
12962,"['best', 'friend', 'love', 'austin', 'better', 'far', 'loudly_crying_fac', 'face_with_tears_of_joy', 'loudly_crying_fac']"
12963,"['best', 'friend', 'say', 'need', 'love', 'right', 'think', 'soon', 'love', 'monkey']"
12964,"['befriend', 'biggest', 'bitch', 'know', 'best', 'friend', 'll']"
12965,"['of', 'love', 'crow', 'thought', 'might', 'enjoy', 'last', 'sweet']"
12966,"['bird', 'got', 'headach', 'smirking_fac', 'unamused_fac']"
12967,"['bitch', 'winking_face_with_tongu']"
12968,"['bitch', 'reli', 'stuck', '06', 'loudly_crying_fac']"
12969,"['bitch', 'as', 'muddi', 'pro']"
12970,"['bitch', 'as', 'like', 'allerg', 'reaction', 'servic', 'faction']"
12971,"['bitch', 'bad']"
12972,"['bitch', 'bad', 'like', 'brittani', 'wish', 'brittani']"
12973,"['bitch', 'bad', 'look', 'like', 'bag', 'sundri']"
12974,"['bitch', 'bad', 'piec', 'to', 'bitch', 'got', 'bad', 'foot', 'face_with_tears_of_joy', 'face_with_tears_of_joy']"
12975,"['bitch', 'bad', 'island']"
12976,"['bitch', 'be', 'in', 'good', 'mood', ""free'd"", 'young', 'ogg', 'hundred_point']"
12977,"['bitch', 'anyth', 'except', 'averag']"
12978,"['bitch', 'cold', 'averag', 'could', 'fuck', 'last', 'bitch']"
12979,"['bitch', 'cold', 'averag', 'could', 'fuck', 'last', 'bitch', 'unamused_fac', 'raised_hand', 'face_with_tears_of_joy']"
12980,"['bitch', 'educ', 'client', 'pay', 'payment']"
12981,"['bitch', 'magic', 'citi', 'shake', 'as', 'citi']"
12982,"['bitch', 'get', 'nerv']"
12983,"['bitch', 'got', 'fli', 'ulcer']"
12984,"['bitch', 'hussi', 'got', 'hell', 'power']"
12985,"['bitch', 'hussi', 'multi-purpos', 'take', 'dick', 'hide', 'done']"
12986,"['bitch', 'say', 'I', 'dog', 'hous', 'fuck', 'mean']"
12987,"['bitch', 'say', 'I', 'dog', 'hous', 'fuck', 'mean']"
12988,"['bitch', 'load', 'last', 'night', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'fire', 'dashing_away', 'clapping_hand', 'clapping_hand', 'clinking_beer_mug', 'clinking_beer_mug', 'clinking_beer_mug', 'musical_scor', 'musical_scor', 'musical_scor', 'party_popp', 'party_popp', 'balloon', 'wrapped_gift', 'palm_tre', 'sun']"
12989,"['bitch', 'ralph', 'me', 'thank', 'kiss_mark']"
12990,"['bitch', 'work', 'chin', 'fig', 'say', 'real', 'b', 'save', 'life']"
12991,"['birch', 'relat', 'kiss', 'cousin', 'loudly_crying_fac', 'loudly_crying_fac', 'face_with_tears_of_joy']"
12992,"['birch', 'clean']"
12993,"['birch', 'get', 'christian', 'night']"
12994,"['birch', 'averag', 'spend', 'money', 'got', 'it', 'a', 'girl', 'want', 'on', 'get', 'tuck', 'skin']"
12995,"['birch', 'pop', 'hussi', 'pop', 'gum', 'pop', 'pill']"
12996,"['black', 'queen', 'dread', 'hairs.thank', 'high', 'moor', 'queen', 'ask', 'for', 'i', 'want', 'better']"
12997,"['blue', 'flag', 'write', 'nd', 'a', 'bitch', 'blow', 'like', 'play', 'bagpip']"
12998,"['boy', 'got', 'hoe', 'now']"
12999,"['boyfriend', 'sea', 'as', 'bitch', 'watch', 'wear', 'part', 'fuck', 'until', 'them', 'k']"
13000,"['brother', 'know', 'american', 'horror', 'stori', 'face_with_tears_of_joy', 'bitch', 'lame', 'as', 'fuck']"
13001,"['brother', 'fuck', 'hussi']"
13002,"['brother', 'think', 'I', 'play', 'keep', 'put', 'ac', '60', 'fuck', 'wit', 'I', 'break', 'bitch', 'burn', 'cutup', 'fire', 'fire']"
13003,"['brother', 'ex', 'fat', 'how', 'man', 'swear', 'reason', 'money', 'anyth', 'right', 'white', 'he']"
13004,"['car', 'wet', 'bitch', 'wet', 'drive', 'car', 'pool']"
13005,"['cat', 'fight', 'street', 'cat', 'carri', 'glass', 'room', 'hell', '#soft', '#hussi']"
13006,"['cat', 'roll', 'said', 'let', 'u', 'go', 'run', 'game', '21', 'bitch']"
13007,"['cat', 'bitch', 'nigh']"
13008,"['cheapest', 'broke', 'as', 'meal', '?', 'egg', 'nodul', 'outer', 'pepper', 'noth', 'put', 'syrupi', 'birch']"
13009,"['cloth', 'alway', 'retro', 'sexual', 'like', 'I', 'hero', 'play', 'bitch', 'like', 'intend', 'take', 'ride', 'benzol']"
13010,"['cousin', 'big', 'instagram', 'light', 'skin', 'dark', 'skin', 'brown', 'skin', 'birch', 'holli', 'me', 'funni', 'hell']"
13011,"['cousin', 'said', 'hoe', 'shit', 'ink', 'want', 'me', 'shit', 'either', 'got', 'die', 'll']"
13012,"['dad', 'goe', 'son', 'bitch', 'light', 'cigarett', 'kitchen', 'oh', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy']"
13013,"['dad', 'bitch']"
13014,"['dad', 'bitch']"
13015,"['dad', 'said', 'karl', 'alway', 'biggest', 'hussi', '3', 'kiss', 'I', 'sorri', 'karl', 'but', 'hussi', 'love', 'dad', 'lafa']"
13016,"['dad', 'told', ""'"", 's', 'dad', 'text', 'one', 'friend', 'say', 'hashtag', 'hussi', 'ahahah', 'I', 'done']"
13017,"['dad', 'talk', 'dog', 'fetch', 'skill', 'i', 'seen', 'night', 'mad', 'shit', 'air', 'bud', 'as', 'air', 'hussi', 'face_with_tears_of_joy']"
13018,"[""dad'"", 'friend', 'tell', 'dad', 'got', 'good', 'hussi', 'last', 'night', 'good', 'lay', 'real', 'summer']"
13019,"['day', 'side', 'famili', 'hetti', 'of', 'moss', 'side', 'famili', 'prim', 'proper', 'hata']"
13020,"['dawn', 'told', 'must', 'saturday', 'rock', 'bitch', 'wit', 'the']"
13021,"['dick', 'want', 'hussi']"
13022,"['dick', 'bitch', 'it']"
13023,"['doctor', 'tonight', 'miser', 'count', 'even', 'nurs', 'pas', 'off', 'sinc', 'pm', 'come', 'see', 'onc']"
13024,"['doctor', 'offic', 'retard', 'we', 'notic', 'put', 'prescript', 'order', 'cancel', 'it', 'give', 'u', 'call', 'need', 'refil', 'thank']"
13025,"['dog', 'number', '1', 'be', 'way', 'hoe', 'face_with_tears_of_joy', 'red_heart', '']"
13026,"['dog', 'lift', 'leg', 'see', 'dutch', 'bitch']"
13027,"['dog', 'man', 'rememb', 'ok', 'girl', 'text', 'phone', 'is', 'squad', 'readi', 'deep', 'then', 'bitch', 'readi', 'go']"
13028,"['bitch', 'oncoming_fist', 'crime', 'paper', 'money_bag', 'pistol', 'I', 'go', 'bitch', 'get', 'mad', 'open_hand', 'll', 'doctor', 'yellow_heart', 'blue_heart', 'two_heart']"
13029,"['duck', 'got', 'big', 'fuck', 'ye', 'duck', 'like', 'bird']"
13030,"['dumbass', 'redskin', 'cab', 'jersey']"
13031,"['ex', 'want', 'reason', 'continu', 'whole', 'he', 'butcher', 'tri', 'make', 'feel', 'bad', 'comment', 'thirsti']"
13032,"['ex', 'want', 'work', 'out', 'bitch', 'tri', 'you']"
13033,"['expect', 'high', 'come', 'anyth', 'weed', 'hussi', 'food', 'my', 'cloth', 'n', 'kick', 'peopl', 'shit', 'need', 'a']"
13034,"['eye', 'brow', 'finn', 'fleekat', 'fleet', 'bitch', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy']"
13035,"['eye', 'feel', 'chink', 'eye']"
13036,"['favorit', 'do', 'restaur', 'charli', 'palmer']"
13037,"['favorit', '#picslip', 'dumb', 'bitch', 'post', 'pick', 'sure', 'not']"
13038,"['flow', 'retard', 'smiling_face_with_sunglass']"
13039,"['goal', 'soccer', 'year', 'get', 'yellow', 'card', 'everi', 'game']"
13040,"['goal', 'one', 'day', 'nice', 'role', 'wear', 'he', 'everyday']"
13041,"['god', 'mother', 'think', 'I', 'stoner', 'someon', 'watch', 'sweet', 'lafa', 'a', 'boy', 'clean', 'wiki', 'mind', 'hussi']"
13042,"['grand', 'threw', 'ray', 'one', 'made', 'th', 'grade', 'now', 'I', 'liter', 'cri', 'work', 'trash', 'unamused_fac', 'pensive_fac', 'persevering_fac', 'crying_fac', 'loudly_crying_fac', 'anxious_face_with_sweat', 'pouting_fac', 'face_with_steam_from_nos', 'angry_fac', 'angry_face_with_horn', 'goblin', 'person_frown']"
13043,"['grand', 'hook', 'friend', 'hussi', 'began', '#prais']"
13044,"['hair', 'one', 'kind', 'ever', 'fix', 'mouth', 'say', 'hair', 'alik', 'guess', 'he', 'not']"
13045,"['hair', 'trash', 'need', 'put', 'mosqu', 'it', 'take', 'much', 'energi', 'have']"
13046,"['head', 'big', 'knapsack', 'weary_fac', 'pensive_fac', 'loudly_crying_fac', 'loudly_crying_fac', 'loudly_crying_fac', 'like', 'penni', 'better', 'anyway', 'ok_hand']"
13047,"['high', 'school', 'need', 'on', 'throw', 'hood', 'reunion', 'pay', 'everybodi', 'know', 'hetti', 'hell']"
13048,"['hobbi', 'consist', 'sleep', 'subtweet', 'random', 'peopl', 'school', 'even', 'know', 'I', 'judgement', 'bitch']"
13049,"['hoe', 'trip', 'll']"
13050,"['hoe', 'love', 'go', 'shop']"
13051,"['hoe', 'drugzzz']"
13052,"['somebodi', 'got', 'he', 'number', 'hous', 'arrest', 'said', 'good', 'ask', 'go', 'anywher']"
13053,"['honey', 'honey', 'motherfuck', 'honey']"
13054,"['hous', 'piec', 'full', 'thank', 'god', 'littl', 'jungl', 'bundl', 'gutta', 'face']"
13055,"['job', 'hoe', 'go', 'call', '7:34', 'talk', 'bout', 'come', 'work', '8', 'unamused_fac', 'mmm', 'I', 'stay', 'bed']"
13056,"['life', 'go', 'bitch', '6', 'she', 'week']"
13057,"['ll', 'bitch', 'met', 'say', 'need', 'dog']"
13058,"['ll', 'bitch', 'call', 'me', 'said', 'need', 'break', 'leav', 'cut', 'bitch', 'I', 'down', 'great']"
13059,"['ll', 'cool', 'as', 'bitch', 'nohsid', 'smiling_face_with_heart-ey', 'hundred_point', 'money_with_w', 'clapping_hand', 'crown', 'person_gesturing_no', 'clapping_hand', 'winking_face_with_tongu', 'money_bag', 'smiling_face_with_heart-ey', 'smiling_face_with_heart-ey']"
13060,"['ll', 'cousin', 'hate', 'birch', 'alway', 'want', 'older', 'night', 'fault', 'fuck', 'bitch', 'chill', 'll']"
13061,"['main', 'bitch', 'side', 'bitch', 'mad', 'could', 'give', 'two', 'fuck']"
13062,"['main', 'bitch', 'side', 'bitch', 'mad', 'me', 'could', 'give', 'two', 'suck', 'need', 'two', 'cup']"
13063,"['main', 'bitch', 'call', 'tell', 'miss', 'me', 'red_heart', '', 'face_blowing_a_kiss', 'super', 'cut', 'love', 'too']"
13064,"['main', 'bitch', 'ghost']"
13065,"['main', 'girl', 'tri', 'get', 'bless', 'side', 'he', 'tri', 'get', 'affect']"
13066,"['main', 'riri', '22barbi', 'georgia', 'yes', '#ladykimora', 'turntup', '#began', 'birch', 'smiling_face_with_heart-ey', 'smiling_face_with_heart-ey']"
13067,"['mamma', 'made', 'brownish', 'everyth', 'weary_fac']"
13068,"['manag', 'new', 'brand', '|', 'pre', 'order', 'w', 'red', 'lust', 'cherri', 'white', 'penni']"
13069,"['manag', 'retard', 'brush', 'alway', 'ask', 'sir', 'swell', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'thi', 'night', 'dum', 'of', 'doe']"
13070,"['manag', 'stupid', 'count', 'ye', 'said']"
13071,"['mention', 'to', 'move', 'fast', 'of', 'sorri', 'I', 'flood', 'to', 'shit', 'I', 'look', 'tri', 'get', 'he']"
13072,"['of', 'dawggg', 'hundred_point', 'hundred_point', 'hundred_point', 'see-no-evil_monkey', 'see-no-evil_monkey', 'miss', 'he', 'man']"
13073,"['mon', 'birch', 'much']"
13074,"['mon', 'buy', 'ore', 'love']"
13075,"['mon', 'count']"
13076,"['mon', 'careless', 'go', 'll', 'like', 'you', 'trust', 'negro', 'witch', 'money', 'lafa', 'whaaaat', '?']"
13077,"['mon', 'bought', 'bunch', 'new', 'candl', 'whip', 'toe', 'nail', 'like', 'world', 'war', '3', 'bitch']"
13078,"['mon', 'seen', 'progress', 'rep', 'like', 'utf', 'wit', 'b', 'bitch', 'utf', 'see', '7', ""a'"", 'expressionless_fac', 'of', 'ungrat', 'raised_hand']"
13079,"['mon', 'told', 'never', 'use', 'word', 'count', 'favorit', 'word', 'count', 'count', 'count', 'count', 'count', 'count', 'count', 'count', 'count', 'count', 'count', 'count', 'count', 'count', 'count']"
13080,"['mon', 'want', 'buy', 'vera', 'like', 'real']"
13081,"[""mon'"", 'fuck', 'count', 'due']"
13082,"[""mon'"", 'younger', 'brother', 'go', 'come', 'disrespect', 'mon', 'call', 'bitch', 'cousin', 'go', 'tell', 'mon', 'soft', 'with']"
13083,"['mamma', 'keep', 'talk', 'like', 'bitch', 'utf', 'I', 'twitter']"
13084,"['moss', 'wors', 'bitch', 'like', 'ugh', 'stand', 'he']"
13085,"['mother', 'even', 'pitch', 'bitch', 'as', 'cut']"
13086,"['name', 'bryan', 'find', 'I', 'saddest', 'bitch', 'meet', 'everybodi', 'want', 'me', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'victory_hand', '', 'victory_hand', '']"
13087,"['nice', 'get', 'big', 'readi', 'punch', 'sum', 'birch', 'll']"
13088,"['neighbor', 'sick', 'wake', 'up', 'nigger', 'music', 'cut']"
13089,"['neighbor', 'hate', 'cut', 'smoke', 'weed', 'blast', 'hetti', 'music', 'room']"
13090,"['nephew', 'albani', 'albino', 'astigmat', 'eye', 'spasm', 'pail', 'blind', 'fault']"
13091,"['nephew', 'keep', 'tri', 'kiss', 'I', 'like', 'bitch', 'got', 'zero', 'follow', 'dismiss', 'yourself']"
13092,"['new', 'bitch', 'eat', 'dick', 'like', 'bratwurst']"
13093,"['new', 'bitch', 'finer', 'of', 'understand', 'shit', 'say', 'hear-no-evil_monkey']"
13094,"['sicca', 'swear', 'see', 'maiden', 'll']"
13095,"['sicca', 'drake', 'gear', 'game', 'bad', 'll']"
13096,"['sicca', 'tip', 'act', 'shit', '#take']"
13097,"['sicca', 'sum', 'spoke', 'shit', 'hide', 'n', 'cut', 'pop', 'n', 'drop', 'bitch']"
13098,"['sicca', 'real', 'a', 'street', '#rip', 'like', '#free', 'wax']"
13099,"['fig', 'ye', 'black', 'peopl', 'live', 'wisconsin', 'may', 'shock', 'da', 'shit', '#learnsomethingeveryday']"
13100,"['fig', 'told', 'guilti', 'beast']"
13101,"['fig', 'talk', 'bout', 'go', 'halloween', 'sinc', 'juli', 'excit']"
13102,"['fig', 'just', 'found', 'girl', 'fuck', 'anoth', 'fig', 'meet', 'wit', 'di', 'night']"
13103,"['fig', 'just', 'said', 'put', 'wors', 'den', 'fat', 'loud', 'he.tru', 'fuck', 'stori']"
13104,"['fig', 'kkeldalegend', 'took', 'good', 'old', 'new', 'orlean', 'soul', 'food']"
13105,"['fig', 'said', 'see', 'differ', 'point', 'monster', 'ball', 'face', 'anguished_fac']"
13106,"['night', 'olin', 'noth', 'win', 'birch', 'bred']"
13107,"['night', 'call', 'fat', 'birch', 'worker', 'may']"
13108,"['night', ""do'd"", 'bitch', 'said', 'or', 'eye', 'beauti', 'melt', 'me', 'lmaoooo', 'night', 'thought', 'read', 'romant', 'comedi', 'movi', 'script']"
13109,"['night', 'got', 'hang', 'fat', 'catfish', 'bitch', 's']"
13110,"['night', 'mister', 'meager', 'hope', 'back', 'bitch']"
13111,"['night', 'stiff', 'bitch', 'even', 'stiffen', 'hundred_point', 'man_and_woman_holding_hand', 'kiss', 'oncoming_fist', 'hundred_point']"
13112,"['night', 'drink', 'gatorad', 'like', 'mass', 'hot', 'll', 'bitch', 'drink', 'water']"
13113,['nigh']
13114,"['nigh', 'slept', 'perfect']"
13115,"['nigh', 'wait', 'weekend', 'take', 'ship', 'weary_fac', 'face_with_tears_of_joy']"
13116,"['nigh', 'nigh']"
13117,"['nigh', 'watch', 'awak', 'till', '5']"
13118,"['night', 'bigger', 'bounc', 'roll', 'bitch', 'still', 'smell', 'like', 'ounc']"
13119,['nigh']
13120,"['nigh', 'natur', 'forev', 'fli']"
13121,"['lip', 'cold', 'flushed_fac']"
13122,"['node', 'trash']"
13123,"['papa', 'mississippi', 'told', 'week', 'ago', 'i', 'got', '2', 'week', 'fuck', 'ok', 'hoe', '2014', 'I', 'step', 'game', 'up', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy']"
13124,"['phone', 'act', 'retard']"
13125,"['phone', 'final', 'back', 'birch', 'textnow']"
13126,"['phone', '10', 'for', 'still', 'got', 'get', 'yellow', 'sign', 'll', '#motiv', 'll', 'bow', 'loom', 'x', 'll']"
13127,"['pit', 'stand', 'down', 'dem', 'flow', 'hard', 'of', 'color', 'bodi', 'da', 'heat', 'dem', 'white', 'woman', 'push', 'day', 'want', 'dare', 'flow', 'fix']"
13128,"['playlist', 'goe', 'someth', 'like', 'smoke', 'track', 'night', 'reggaeton', 'bachata', 'birch', 'slow', 'jame', 'lucki', 'ladi']"
13129,"['po', 'he', 'still', 'beaten', 'fast', 'da', 'way', 'dat', 'nigger', 'scream', 'dat', 'microphon', 'felt', 'like', 'da', 'welfar', 'offic', 'cut', 'da', 'line']"
13130,"['problem', 'got', 'strong', 'idea', 'attitud', 'ion', 'show', 'feel', 'hussi', 'mr', 'hundred_point']"
13131,"['problem', 'dare', 'birch', 'nogga']"
13132,"['hussi', 'as', 'car', 'sta', 'scare', 'cold']"
13133,"['hussi', 'pope', 'sever']"
13134,"['hussi', 'tast', 'like', 'peri', 'cold']"
13135,"['hussi', 'tast', 'like', 'peri', 'cold', 'musical_not', 'smirking_fac']"
13136,"['hussi', 'who', '15']"
13137,"['reaction', 'spoil', 'white', 'kid', 'say', 'night', 'like', 'thu', '#everytim', '#whisker']"
13138,"['roommat', 'eat', 'obnoxi', 'want', 'fuck', 'slit', 'throat']"
13139,"['sex', 'game', 'better', 'to', 'ex', 'nigh']"
13140,"['shift', 'time', 'mean', 'time', 'I', 'go', 'get', 'by', 'mean', 'meet', 'trash']"
13141,"['side', 'piec', 'real', 'job', 'night', 'fuck', 'bird']"
13142,"['sister', 'call', 'chink', 'ask', 'open', 'cut', 'fri']"
13143,"['sister', 'bitch', 'nephew', 'got', 'first', 'haircut', 'bald', 'loudly_crying_fac']"
13144,"['sister', 'bitch', 'face_with_tears_of_joy', 'raised_fist']"
13145,"['sister', 'bitch', 'get', 'way']"
13146,"['sister', 'said', 'step', 'mon', 'count', '3', 'love', 'sister']"
13147,"['sister', 'told', 'look', 'like', 'bird', 'past', 'told', 'look', 'like', 'alien']"
13148,"['sister', 'itch', 'school', 'tomorrow', 'like', 'unamused_fac', 'fuck', 'he', 'least', 'studi', 'right', 'now']"
13149,"['slap', 'bitch', 'sen', 'come', 'unamused_fac']"
13150,"['son', '9', 'still', 'issu', 'tie', 'shoe', 'barefoot', 'time', 'case', 'want', 'know', 'hillbilli', 'statu']"
13151,"['stomach', 'he', 'like', 'bitch', 'you']"
13152,"['tail', 'said', 'drop', 'ask', 'pay', 'last', 'student', 'loan', 'class', 'broke', 'night', 'drop', 'ask', 'like', 'noth']"
13153,"['tast', 'music', 'goe', 'love', 'song', 'pop', 'hussi', 'bitch', 'like', '5', 'second']"
13154,"['teacher', 'alway', 'say', 'ha', 'man', 'ever', 'abus', 'wife', 'use', 'marijuana', '?', 'unless', 'hide', 'orel', 'coloni', 'deserv', 'it']"
13155,"['teacher', 'call', 'mon', 'u', 'eat', 'class', 'fuck', 'bitch']"
13156,"['teacher', 'talk', 'bout', 'would', 'make', 'everi', 'senior', 'go', 'da', 'armi', 'a', 'eye', 'unamused_fac', 'bitch', 'plea', 'meat', 'anna', 'down', 'up', 'damn', 'than']"
13157,"['two', 'main', 'wing']"
13158,"['talma', ""the'"", 'count', 'design', '?', 'night', 'hoe', 'design', 'cloth', 'loudly_crying_fac']"
13159,"['whole', 'goal', 'fuck', 'someon', 'bitch', 'turmoil', 'happi', 'relationship', 'face_savoring_food']"
13160,"['wing', 'ran', 'gosl', 'knock', 'eva', 'mend', 'swag', 'man', 'fuck']"
13161,['wing']
13162,"['wors', 'bitch', 'look', 'better', 'main', 'bitch', 'bad', 'right', 'll']"
13163,"['make', 'stay', 'wit', 'bad', 'birch', 'face_with_tears_of_joy', 'loudly_crying_fac', 'unamused_fac']"
13164,"['n', 'I', 'tire', 'hear', 'he', 'would', 'of', 'bitch', 'would', 'peopl', 'play', 'end']"
13165,"['n', 'dat', 'bitch', 'sound', 'like', 'man', 'day', 'a', 'grand', 'fuck', 'you']"
13166,"['n', 'he', 'sooooo', 'ugli', 'like', 'bitch', 'ugli', 'dog', 'like', 'dumb', 'stupid', 'as', 'ugli', 'like', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'victory_hand', '', 'person_tipping_hand', 'person_gesturing_no', 'ok_hand', 'open_hand', 'open_hand']"
13167,"['n', 'a', 'hit', 'butt', 'slide', 'end', 'bitch', 'face_with_tears_of_joy']"
13168,"['na', 'altar', 'weekend', 'unoffici', 'negro', 'holiday']"
13169,"['na', 'handl', 'debri']"
13170,"['nevermind', 'found', 'them', 'in', 'trash']"
13171,"['new', 'nashvil', 'nois', 'love', 'burgher', 'honey', 'tone', 'grab', 'penza']"
13172,"['news', 'flash', 'pay', 'tax', 'pay', 'everyth', 'bitch', 'about', '#ir', '#governmentaffair', '#obamacar']"
13173,"['news', 'flash', 'drama', 'elect', 'increas', 'number', 'congress', 'stop', 'bullshit', 'alreadi', 'compromis', 'birch']"
13174,"['of', 'south', 'trash', 'juic']"
13175,"['no-sol', 'sole', 'sauc', 'get', 'sole', 'ici', 'again']"
13176,"['no', 'don', '?', 't', '?', 'water', '?', 'peopl', 'don', '?', 't', 'like', 'you', 'get', 'he']"
13177,"['ny', 'medium', 'last', 'week', 'll', 'look', 'lover', 'peckerwood', 'break', 'out', 'ny', 'medium', 'now', 'bring', 'dead']"
13178,"['na', 'nigh', 'know', 'rock']"
13179,"['ah', 'realli', 'man', 'by', 'bred', 'night', 'got', 'random', 'birch', 'bar', 'come', 'like', 'attend', 'univers', 'crazi']"
13180,"['ah', 'electr', 'fairi', 'tale', 'seem', 'cool', 'I', 'would', 'rather', 'buy', 'drug', 'money']"
13181,"['ah', 'definit', 'got', 'find', 'bitch', 'drive', 'around', 'whip', 'I', 'drunk', 'ty', 'dollar', 'in', 'tape', 'b', 'right']"
13182,"['ah', 'mimi', 'bitch']"
13183,"['ah', 'bitch', 'appl', 'appl', 'appl', 'bitch', 'nail', 'cut', 'orang', 'orang', 'orang', 'bitch', 'dumb', 'fuck']"
13184,"['ah', 'bitch', 'ugli']"
